"State","Latitude","Longitude","Elevation_in_Meters","Species","Phenophase_Status","AGDD","Tmax","Tmin","year","month","day","date","doy"
"KY",37.987316,-84.401337,309,"yedoensis",1,437.41,9.87,-1.36,2020,3,22,2020-03-22,82
"TN",35.89801,-86.415253,170,"yedoensis",1,625.44,14.1,5.28,2020,3,23,2020-03-23,83
"KY",37.997528,-84.401024,311,"serrulata",0,450.57,12.37,3.57,2020,3,24,2020-03-24,84
"PA",40.201962,-75.535255,60,"yedoensis",0,371.77,12.95,1.74,2020,3,24,2020-03-24,84
"DC",38.909508,-77.07354,40,"serrulata",0,552.16,9.63,5.96,2020,3,25,2020-03-25,85
"DC",38.908012,-77.072189,41,"serrulata",1,552.16,9.63,5.96,2020,3,25,2020-03-25,85
"TN",35.89801,-86.415253,170,"yedoensis",1,651.34,16.16,8.9,2020,3,25,2020-03-25,85
"NY",40.73082,-73.99733,6,"serrulata",0,449.87,14.77,1.8,2020,3,26,2020-03-26,86
"KY",37.997528,-84.401024,311,"serrulata",1,474.15,22.6,4.54,2020,3,26,2020-03-26,86
"PA",40.585594,-75.569016,124,"serrulata",0,323.4,14.54,-1.75,2020,3,26,2020-03-26,86
"NY",40.992794,-73.662766,10,"serrulata",0,414.9,14.73,0.78,2020,3,26,2020-03-26,86
"NY",40.73082,-73.99733,6,"yedoensis",0,449.87,14.77,1.8,2020,3,26,2020-03-26,86
"KY",37.987316,-84.401337,309,"yedoensis",1,476.79,22.68,4.54,2020,3,26,2020-03-26,86
"PA",40.585594,-75.569016,124,"serrulata",1,334.28,18.49,3.26,2020,3,27,2020-03-27,87
"PA",40.201962,-75.535255,60,"yedoensis",0,403.56,10.35,5.48,2020,3,28,2020-03-28,88
"KY",37.997528,-84.401024,311,"serrulata",1,530.73,22.27,14.46,2020,3,29,2020-03-29,89
"MD",39.065319,-77.117416,103,"serrulata",1,546.52,19.37,9.1,2020,3,29,2020-03-29,89
"PA",40.585594,-75.569016,124,"serrulata",1,349.87,10.97,5.61,2020,3,29,2020-03-29,89
"KY",37.987316,-84.401337,309,"yedoensis",1,533.5,22.3,14.53,2020,3,29,2020-03-29,89
"TN",35.89801,-86.415253,170,"yedoensis",1,738.48,18.51,5.93,2020,3,30,2020-03-30,90
"PA",40.201962,-75.535255,60,"yedoensis",0,421.75,13.6,6.18,2020,3,30,2020-03-30,90
"KY",37.997528,-84.401024,311,"serrulata",1,551.76,10.86,5.04,2020,3,31,2020-03-31,91
"PA",40.585594,-75.569016,124,"serrulata",1,366.94,8,5.64,2020,3,31,2020-03-31,91
"NY",40.992794,-73.662766,10,"serrulata",0,457.64,8.8,4.32,2020,3,31,2020-03-31,91
"KY",37.987316,-84.401337,309,"yedoensis",1,554.59,10.87,5.09,2020,3,31,2020-03-31,91
"NY",40.992794,-73.662766,10,"serrulata",0,473.67,14.01,3.13,2020,4,2,2020-04-02,93
"TN",35.89801,-86.415253,170,"yedoensis",1,766.19,19.44,0.9,2020,4,2,2020-04-02,93
"KY",37.997528,-84.401024,311,"serrulata",1,577.58,19.32,1.45,2020,4,3,2020-04-03,94
"PA",40.585594,-75.569016,124,"serrulata",1,390.82,12.11,4.57,2020,4,3,2020-04-03,94
"NJ",39.891624,-75.028877,19,"serrulata",1,550.53,13.83,6.73,2020,4,3,2020-04-03,94
"KY",37.987316,-84.401337,309,"yedoensis",1,580.47,19.37,1.42,2020,4,3,2020-04-03,94
"PA",40.201962,-75.535255,60,"yedoensis",0,453.77,12.67,5.42,2020,4,3,2020-04-03,94
"DC",38.891289,-77.03009,3,"serrulata",1,695.55,15.28,8.51,2020,4,4,2020-04-04,95
"NY",40.992794,-73.662766,10,"serrulata",0,493.51,15.45,7.32,2020,4,4,2020-04-04,95
"MD",39.065319,-77.117416,103,"serrulata",0,625.8,20.22,6.62,2020,4,5,2020-04-05,96
"WA",48.024921,-122.469193,59,"emarginata",0,554.47,13.78,2.86,2020,4,6,2020-04-06,97
"DC",38.891289,-77.03009,3,"serrulata",0,724.37,20.46,9.27,2020,4,6,2020-04-06,97
"NY",40.992794,-73.662766,10,"serrulata",0,518.06,18.16,7.35,2020,4,6,2020-04-06,97
"KY",37.987316,-84.401337,309,"yedoensis",1,622.96,22.22,8.6,2020,4,6,2020-04-06,97
"PA",40.201962,-75.535255,60,"yedoensis",0,490.35,18.78,6.62,2020,4,6,2020-04-06,97
"KY",37.997528,-84.401024,311,"serrulata",1,637.72,24.7,10.7,2020,4,7,2020-04-07,98
"PA",40.585594,-75.569016,124,"serrulata",1,438.81,19.94,3.78,2020,4,7,2020-04-07,98
"ON",44.863602,-78.285202,369,"pensylvanica",0,71.78,13.13,-4.83,2020,4,7,2020-04-07,98
"PA",40.585594,-75.569016,124,"serrulata",1,453.09,20.95,7.62,2020,4,8,2020-04-08,99
"NY",40.992794,-73.662766,10,"serrulata",0,543.47,16.02,7.82,2020,4,8,2020-04-08,99
"KY",37.987316,-84.401337,309,"yedoensis",1,660.21,26.44,12.62,2020,4,8,2020-04-08,99
"DC",38.909508,-77.07354,40,"serrulata",1,753.65,21.8,9.85,2020,4,9,2020-04-09,100
"DC",38.908012,-77.072189,41,"serrulata",1,753.65,21.8,9.85,2020,4,9,2020-04-09,100
"PA",40.585594,-75.569016,124,"serrulata",1,469.67,8.76,2.56,2020,4,10,2020-04-10,101
"NY",40.992794,-73.662766,10,"serrulata",0,558.84,9.04,3.03,2020,4,10,2020-04-10,101
"NJ",39.891624,-75.028877,19,"serrulata",1,634.77,10.42,3.93,2020,4,10,2020-04-10,101
"KY",37.987316,-84.401337,309,"yedoensis",1,678.07,11.34,0.06,2020,4,10,2020-04-10,101
"PA",40.201962,-75.535255,60,"yedoensis",0,536.58,9.07,3.16,2020,4,10,2020-04-10,101
"KY",37.997528,-84.401024,311,"serrulata",1,682.83,16.13,-0.48,2020,4,11,2020-04-11,102
"MD",39.065319,-77.117416,103,"serrulata",0,716.1,21.68,3.78,2020,4,12,2020-04-12,103
"NY",40.992794,-73.662766,10,"serrulata",0,588.74,18,9.23,2020,4,13,2020-04-13,104
"PA",40.201962,-75.535255,60,"yedoensis",1,568.31,21.44,8.22,2020,4,13,2020-04-13,104
"WA",48.91993,-122.640564,10,"emarginata",0,608.97,16.31,5.52,2020,4,14,2020-04-14,105
"KY",37.997528,-84.401024,311,"serrulata",1,709.65,7.5,0.68,2020,4,14,2020-04-14,105
"KY",37.987316,-84.401337,309,"yedoensis",0,712.77,7.48,0.72,2020,4,14,2020-04-14,105
"ON",44.863602,-78.285202,369,"pensylvanica",0,90.64,4.98,-4.17,2020,4,14,2020-04-14,105
"PA",40.585594,-75.569016,124,"serrulata",1,513.4,11.07,2.03,2020,4,15,2020-04-15,106
"NY",40.992794,-73.662766,10,"serrulata",0,607.32,11.66,4,2020,4,15,2020-04-15,106
"NY",40.73082,-73.99733,6,"serrulata",1,660.44,9.72,3.22,2020,4,16,2020-04-16,107
"KY",37.997528,-84.401024,311,"serrulata",1,717.6,11.52,-3.84,2020,4,16,2020-04-16,107
"PA",40.585594,-75.569016,124,"serrulata",1,518.09,8.51,0.87,2020,4,16,2020-04-16,107
"VA",37.396343,-79.28231,239,"serrulata",1,868.7,15.53,0.21,2020,4,16,2020-04-16,107
"NY",40.73082,-73.99733,6,"yedoensis",0,660.44,9.72,3.22,2020,4,16,2020-04-16,107
"KY",37.987316,-84.401337,309,"yedoensis",0,720.78,11.57,-3.85,2020,4,16,2020-04-16,107
"NY",40.992794,-73.662766,10,"serrulata",1,618.42,9.8,0.72,2020,4,17,2020-04-17,108
"NJ",39.891624,-75.028877,19,"serrulata",1,698.79,11.66,-0.73,2020,4,17,2020-04-17,108
"KY",37.987316,-84.401337,309,"yedoensis",0,729.59,16.9,0.72,2020,4,17,2020-04-17,108
"PA",40.201962,-75.535255,60,"yedoensis",1,594,9.87,-2.24,2020,4,17,2020-04-17,108
"WA",48.91993,-122.640564,10,"emarginata",0,667.11,15.38,8.64,2020,4,19,2020-04-19,110
"ON",44.863602,-78.285202,369,"pensylvanica",0,94.09,7.97,-3.35,2020,4,19,2020-04-19,110
"PA",40.585594,-75.569016,124,"serrulata",0,540.71,14.6,2.08,2020,4,20,2020-04-20,111
"PA",40.201962,-75.535255,60,"yedoensis",1,614.09,14.88,2.59,2020,4,20,2020-04-20,111
"NY",40.992794,-73.662766,10,"serrulata",1,650.11,13.46,3.36,2020,4,21,2020-04-21,112
"NY",40.73082,-73.99733,6,"serrulata",0,706.56,10.75,1.9,2020,4,22,2020-04-22,113
"PA",40.201962,-75.535255,60,"yedoensis",1,628.77,11.68,0.99,2020,4,22,2020-04-22,113
"PA",40.585594,-75.569016,124,"serrulata",0,559.95,13.48,0.08,2020,4,23,2020-04-23,114
"NY",40.992794,-73.662766,10,"serrulata",1,661.3,9.46,1.66,2020,4,23,2020-04-23,114
"NY",40.992794,-73.662766,10,"serrulata",1,678.82,17.74,3.42,2020,4,25,2020-04-25,116
"PA",40.201962,-75.535255,60,"yedoensis",1,655.48,18.44,4.32,2020,4,25,2020-04-25,116
"ON",44.863602,-78.285202,369,"pensylvanica",0,99.72,15.05,-6.53,2020,4,25,2020-04-25,116
"CO",39.756115,-105.030197,1624,"cerasus",1,512.37,19.54,4.72,2020,4,25,2020-04-25,116
"NY",40.73082,-73.99733,6,"serrulata",1,746.65,10.01,4.08,2020,4,27,2020-04-27,118
"NY",40.73082,-73.99733,6,"yedoensis",0,746.65,10.01,4.08,2020,4,27,2020-04-27,118
"TN",35.590618,-83.470062,1794,"pensylvanica",0,470.12,9.61,-2.83,2020,4,27,2020-04-27,118
"NY",40.992794,-73.662766,10,"serrulata",1,704.33,18.19,4.3,2020,4,28,2020-04-28,119
"PA",40.585594,-75.569016,124,"serrulata",0,615.32,17.44,4.78,2020,4,29,2020-04-29,120
"PA",40.585594,-75.569016,124,"serrulata",0,630.08,19.71,9.82,2020,4,30,2020-04-30,121
"NY",40.992794,-73.662766,10,"serrulata",1,725.54,16.13,7.6,2020,4,30,2020-04-30,121
"PA",40.201962,-75.535255,60,"yedoensis",1,710.9,20.47,11.8,2020,4,30,2020-04-30,121
"NY",40.73082,-73.99733,6,"serrulata",0,109,1.22,-5.97,2021,3,2,2021-03-02,61
"WA",48.024921,-122.469193,59,"emarginata",0,295.1,13.23,1,2021,3,3,2021-03-03,62
"MA",42.119831,-72.778954,69,"serrulata",0,25.73,4.71,-9.63,2021,3,3,2021-03-03,62
"MA",42.046661,-72.753372,71,"serrulata",0,28.18,5.33,-5.38,2021,3,4,2021-03-04,63
"WA",48.91993,-122.640564,10,"emarginata",0,335.55,9.44,4.38,2021,3,7,2021-03-07,66
"NY",40.73082,-73.99733,6,"serrulata",0,116.57,5.12,-2.61,2021,3,7,2021-03-07,66
"NY",40.73082,-73.99733,6,"yedoensis",0,116.57,5.12,-2.61,2021,3,7,2021-03-07,66
"VA",36.649811,-81.575768,1421,"pensylvanica",0,87.13,11.65,-5.74,2021,3,9,2021-03-09,68
"NY",42.813305,-78.723145,225,"serrulata",0,37.99,18.88,-0.09,2021,3,10,2021-03-10,69
"NY",40.73082,-73.99733,6,"serrulata",0,145.6,20.45,4.43,2021,3,11,2021-03-11,70
"NY",40.879101,-73.147514,45,"serrulata",0,115.99,15.77,2.12,2021,3,11,2021-03-11,70
"MA",42.046661,-72.753372,71,"serrulata",0,44.28,18.99,-0.89,2021,3,11,2021-03-11,70
"NY",40.73082,-73.99733,6,"yedoensis",0,145.6,20.45,4.43,2021,3,11,2021-03-11,70
"NY",43.026077,-78.847778,173,"cerasus",0,53.68,19.09,6.07,2021,3,11,2021-03-11,70
"MA",42.119831,-72.778954,69,"serrulata",0,52.64,18.13,4.2,2021,3,12,2021-03-12,71
"NY",40.88055,-73.91787,51,"serrulata",0,147.3,19.8,8.98,2021,3,12,2021-03-12,71
"NY",40.73082,-73.99733,6,"serrulata",0,175.67,8,-0.06,2021,3,17,2021-03-17,76
"NY",42.813305,-78.723145,225,"serrulata",0,61.37,11.52,-1.81,2021,3,17,2021-03-17,76
"NY",40.879101,-73.147514,45,"serrulata",0,141.89,7.98,-1.45,2021,3,17,2021-03-17,76
"NY",40.73082,-73.99733,6,"yedoensis",0,175.67,8,-0.06,2021,3,17,2021-03-17,76
"VA",38.872437,-77.164268,87,"serrulata",0,265.41,11.33,5.59,2021,3,18,2021-03-18,77
"NY",43.026077,-78.847778,173,"cerasus",0,67.47,5.88,0.98,2021,3,18,2021-03-18,77
"NY",40.88055,-73.91787,51,"serrulata",0,169.86,5.99,-0.71,2021,3,19,2021-03-19,78
"VA",38.872437,-77.164268,87,"serrulata",0,271.44,9.08,2.98,2021,3,19,2021-03-19,78
"MA",42.046661,-72.753372,71,"serrulata",0,66.5,5.83,-3.09,2021,3,19,2021-03-19,78
"NY",40.73082,-73.99733,6,"serrulata",0,191.07,14.14,-1.17,2021,3,20,2021-03-20,79
"NY",40.73082,-73.99733,6,"yedoensis",0,191.07,14.14,-1.17,2021,3,20,2021-03-20,79
"ON",44.863602,-78.285202,369,"pensylvanica",0,15.22,11.55,-7.22,2021,3,20,2021-03-20,79
"WA",48.91993,-122.640564,10,"emarginata",0,428.98,7.01,4.48,2021,3,21,2021-03-21,80
"CA",38.590019,-121.305397,27,"cerasus",1,843.05,19.65,3.91,2021,3,21,2021-03-21,80
"NY",43.026077,-78.847778,173,"cerasus",0,88.24,19.66,0,2021,3,22,2021-03-22,81
"NY",40.73082,-73.99733,6,"serrulata",0,218.02,17.44,3.09,2021,3,23,2021-03-23,82
"NY",40.73082,-73.99733,6,"yedoensis",0,218.02,17.44,3.09,2021,3,23,2021-03-23,82
"ON",44.863602,-78.285202,369,"pensylvanica",0,31.88,18.06,-2.06,2021,3,23,2021-03-23,82
"CO",39.693493,-105.081024,1686,"cerasus",0,195.86,4.72,-3.34,2021,3,23,2021-03-23,82
"NY",42.813305,-78.723145,225,"serrulata",0,110.68,21.28,7.08,2021,3,24,2021-03-24,83
"NY",40.879101,-73.147514,45,"serrulata",0,186.9,15.26,4.5,2021,3,24,2021-03-24,83
"VA",38.872437,-77.164268,87,"serrulata",0,329.91,19.07,11.18,2021,3,25,2021-03-25,84
"NY",40.73082,-73.99733,6,"serrulata",0,260.75,27.59,10.6,2021,3,26,2021-03-26,85
"NY",40.88055,-73.91787,51,"serrulata",0,245.52,27.4,10.96,2021,3,26,2021-03-26,85
"NY",40.73082,-73.99733,6,"yedoensis",0,260.75,27.59,10.6,2021,3,26,2021-03-26,85
"MA",42.046661,-72.753372,71,"serrulata",1,142.86,19.67,5.05,2021,3,27,2021-03-27,86
"NY",40.73082,-73.99733,6,"serrulata",0,287.48,15.74,8.64,2021,3,28,2021-03-28,87
"NY",40.73082,-73.99733,6,"yedoensis",0,287.48,15.74,8.64,2021,3,28,2021-03-28,87
"NC",35.572201,-82.626099,651,"pensylvanica",1,484.28,19.28,5.73,2021,3,28,2021-03-28,87
"NY",43.026077,-78.847778,173,"cerasus",0,157.36,6.76,0.58,2021,3,29,2021-03-29,88
"NY",42.813305,-78.723145,225,"serrulata",0,179.35,16.03,3.86,2021,3,31,2021-03-31,90
"NY",40.879101,-73.147514,45,"serrulata",0,266.76,16.07,6.18,2021,3,31,2021-03-31,90
"NC",35.572201,-82.626099,651,"pensylvanica",1,517.01,5.15,0.35,2021,4,1,2021-04-01,91
"NY",40.88055,-73.91787,51,"serrulata",0,310.18,3.66,-2.29,2021,4,2,2021-04-02,92
"ON",44.863602,-78.285202,369,"pensylvanica",0,67.12,2.33,-8.98,2021,4,2,2021-04-02,92
"MA",42.046661,-72.753372,71,"serrulata",1,179.87,9.63,-5.28,2021,4,3,2021-04-03,93
"NY",40.73082,-73.99733,6,"yedoensis",0,332.47,11.58,-1.39,2021,4,3,2021-04-03,93
"IN",39.140896,-86.5159,240,"cerasus",0,347.02,18.72,-2.56,2021,4,3,2021-04-03,93
"WA",48.91993,-122.640564,10,"emarginata",0,532.42,11.34,4.47,2021,4,4,2021-04-04,94
"NJ",40.94595,-74.017372,7,"yedoensis",1,315.14,17.63,2.86,2021,4,4,2021-04-04,94
"CO",39.693493,-105.081024,1686,"cerasus",0,282.28,25.93,5.29,2021,4,4,2021-04-04,94
"NY",40.73082,-73.99733,6,"serrulata",0,356.23,20.36,6.9,2021,4,5,2021-04-05,95
"NY",40.73082,-73.99733,6,"yedoensis",1,356.23,20.36,6.9,2021,4,5,2021-04-05,95
"NY",43.026077,-78.847778,173,"cerasus",0,194.43,14.32,-0.13,2021,4,5,2021-04-05,95
"NY",40.73082,-73.99733,6,"serrulata",0,369.64,20.39,6.42,2021,4,6,2021-04-06,96
"NY",40.73082,-73.99733,6,"yedoensis",1,369.64,20.39,6.42,2021,4,6,2021-04-06,96
"ON",44.863602,-78.285202,369,"pensylvanica",0,81.32,15.2,-5.62,2021,4,6,2021-04-06,96
"IN",39.140896,-86.5159,240,"cerasus",1,394.48,25.77,9.25,2021,4,6,2021-04-06,96
"NY",42.813305,-78.723145,225,"serrulata",0,218.47,21.93,4.35,2021,4,7,2021-04-07,97
"NY",40.879101,-73.147514,45,"serrulata",1,323.07,19.2,4.44,2021,4,7,2021-04-07,97
"OR",44.571491,-123.282806,76,"serrulata",1,635.67,13.78,2.34,2021,4,8,2021-04-08,98
"MA",42.046661,-72.753372,71,"serrulata",1,230.83,22.61,3.51,2021,4,8,2021-04-08,98
"NJ",40.94595,-74.017372,7,"yedoensis",1,369.78,22.4,6.15,2021,4,8,2021-04-08,98
"WA",47.657265,-122.307213,50,"yedoensis",1,604.4,12.35,3.1,2021,4,8,2021-04-08,98
"NY",40.73082,-73.99733,6,"serrulata",0,408.06,13.64,7.1,2021,4,9,2021-04-09,99
"NY",40.879101,-73.147514,45,"serrulata",1,344.54,13.63,5.02,2021,4,9,2021-04-09,99
"NY",40.88055,-73.91787,51,"serrulata",0,391.11,14.53,6.7,2021,4,9,2021-04-09,99
"WA",47.653053,-122.30777,32,"serrulata",1,624.6,10.46,2.17,2021,4,9,2021-04-09,99
"OR",44.576656,-123.282387,73,"serrulata",1,643.45,14.73,-0.42,2021,4,9,2021-04-09,99
"OR",45.327137,-122.917313,205,"serrulata",1,620.68,14.23,0.11,2021,4,9,2021-04-09,99
"NY",40.73082,-73.99733,6,"yedoensis",1,408.06,13.64,7.1,2021,4,9,2021-04-09,99
"CO",39.693493,-105.081024,1686,"cerasus",0,332.44,11.34,0.18,2021,4,9,2021-04-09,99
"NY",40.73082,-73.99733,6,"serrulata",0,422.54,19.67,9.29,2021,4,10,2021-04-10,100
"WA",47.84,-122.321098,136,"serrulata",1,555.41,9.63,1.78,2021,4,10,2021-04-10,100
"NY",40.73082,-73.99733,6,"yedoensis",0,422.54,19.67,9.29,2021,4,10,2021-04-10,100
"NJ",40.94595,-74.017372,7,"yedoensis",1,395.8,21.04,9.28,2021,4,10,2021-04-10,100
"ON",44.863602,-78.285202,369,"pensylvanica",0,129.13,23.27,4.04,2021,4,10,2021-04-10,100
"IN",39.140896,-86.5159,240,"cerasus",1,462.88,19.24,10.09,2021,4,10,2021-04-10,100
"WA",47.84,-122.321098,136,"serrulata",1,560.93,10.7,0.34,2021,4,11,2021-04-11,101
"WA",47.663101,-122.315498,64,"serrulata",1,613.39,11.23,0.26,2021,4,11,2021-04-11,101
"WA",47.208603,-122.473312,90,"yedoensis",1,598.78,13.88,0.67,2021,4,12,2021-04-12,102
"NY",43.026077,-78.847778,173,"cerasus",0,291.83,13.22,8.21,2021,4,12,2021-04-12,102
"VA",36.649811,-81.575768,1421,"pensylvanica",0,311.34,15.63,3.84,2021,4,13,2021-04-13,103
"NY",40.73082,-73.99733,6,"serrulata",1,468.92,21.38,6.73,2021,4,14,2021-04-14,104
"NY",42.813305,-78.723145,225,"serrulata",0,318.92,14.18,4.17,2021,4,14,2021-04-14,104
"NY",40.879101,-73.147514,45,"serrulata",1,401.6,18.9,5.65,2021,4,14,2021-04-14,104
"WA",47.653053,-122.30777,32,"serrulata",1,665.65,18.64,3.4,2021,4,14,2021-04-14,104
"NY",40.73082,-73.99733,6,"yedoensis",1,468.92,21.38,6.73,2021,4,14,2021-04-14,104
"NJ",40.94595,-74.017372,7,"yedoensis",1,442.03,22.43,6.07,2021,4,14,2021-04-14,104
"ON",44.863602,-78.285202,369,"pensylvanica",0,168.34,15.19,3.3,2021,4,14,2021-04-14,104
"OR",44.571491,-123.282806,76,"serrulata",1,703.06,23.26,3.13,2021,4,15,2021-04-15,105
"OR",45.327137,-122.917313,205,"serrulata",1,698.68,24.84,7.61,2021,4,16,2021-04-16,106
"MA",42.046661,-72.753372,71,"serrulata",1,318.19,6.48,0.59,2021,4,16,2021-04-16,106
"WA",47.657265,-122.307213,50,"yedoensis",1,680.1,24.26,6.9,2021,4,16,2021-04-16,106
"OR",44.567272,-123.26693,69,"yedoensis",1,722.16,26.85,5.75,2021,4,16,2021-04-16,106
"NY",40.73082,-73.99733,6,"serrulata",1,496.59,12.79,5.46,2021,4,17,2021-04-17,107
"NY",40.73082,-73.99733,6,"yedoensis",1,496.59,12.79,5.46,2021,4,17,2021-04-17,107
"TN",35.590618,-83.470062,1794,"pensylvanica",0,371.41,7.82,-2.04,2021,4,17,2021-04-17,107
"IN",39.140896,-86.5159,240,"cerasus",1,539.23,15.26,3.78,2021,4,17,2021-04-17,107
"WA",48.024921,-122.469193,59,"emarginata",1,638.4,23.56,8.19,2021,4,18,2021-04-18,108
"NY",40.73082,-73.99733,6,"serrulata",1,508.99,16.99,7.82,2021,4,18,2021-04-18,108
"NY",40.73082,-73.99733,6,"yedoensis",1,508.99,16.99,7.82,2021,4,18,2021-04-18,108
"ON",44.863602,-78.285202,369,"pensylvanica",0,188.78,14,-1.68,2021,4,18,2021-04-18,108
"ON",44.863602,-78.285202,369,"pensylvanica",0,194.93,15.23,-2.93,2021,4,19,2021-04-19,109
"CO",39.693493,-105.081024,1686,"cerasus",0,365.05,5.36,-1.19,2021,4,19,2021-04-19,109
"NY",43.026077,-78.847778,173,"cerasus",0,349.15,16.48,4.02,2021,4,19,2021-04-19,109
"MA",42.046661,-72.753372,71,"serrulata",1,357.67,21.71,2.09,2021,4,20,2021-04-20,110
"NJ",40.94595,-74.017372,7,"yedoensis",0,508.63,23.84,6.26,2021,4,20,2021-04-20,110
"NY",42.813305,-78.723145,225,"serrulata",0,360.42,2.76,-1.49,2021,4,21,2021-04-21,111
"NY",40.879101,-73.147514,45,"serrulata",0,474.83,16.26,6.99,2021,4,21,2021-04-21,111
"WA",47.657265,-122.307213,50,"yedoensis",1,756.74,21.2,6.98,2021,4,21,2021-04-21,111
"ON",44.863602,-78.285202,369,"pensylvanica",0,194.94,2.82,-5.12,2021,4,21,2021-04-21,111
"NY",40.73082,-73.99733,6,"serrulata",1,556.24,9.75,1.81,2021,4,22,2021-04-22,112
"NY",40.73082,-73.99733,6,"yedoensis",1,556.24,9.75,1.81,2021,4,22,2021-04-22,112
"IN",40.060658,-85.999557,239,"pensylvanica",1,507.49,12.05,-1.21,2021,4,22,2021-04-22,112
"OR",45.327137,-122.917313,205,"serrulata",1,800.64,15.09,4.55,2021,4,23,2021-04-23,113
"NJ",40.94595,-74.017372,7,"yedoensis",0,536.57,17.52,2.95,2021,4,23,2021-04-23,113
"IN",40.060658,-85.999557,239,"pensylvanica",1,515.77,15.86,0.71,2021,4,23,2021-04-23,113
"IN",39.140896,-86.5159,240,"cerasus",1,586.64,15.5,1.16,2021,4,23,2021-04-23,113
"NY",40.73082,-73.99733,6,"serrulata",1,593.83,17.48,9.05,2021,4,25,2021-04-25,115
"WA",47.84,-122.321098,136,"serrulata",1,731.02,14.93,6.76,2021,4,25,2021-04-25,115
"WA",47.381573,-122.233505,11,"serrulata",1,838.16,15.94,7.72,2021,4,25,2021-04-25,115
"MA",42.046661,-72.753372,71,"serrulata",1,403.45,15.98,6.53,2021,4,25,2021-04-25,115
"NY",40.73082,-73.99733,6,"yedoensis",0,593.83,17.48,9.05,2021,4,25,2021-04-25,115
"ON",44.863602,-78.285202,369,"pensylvanica",0,214.65,9.03,-0.97,2021,4,25,2021-04-25,115
"NY",40.73082,-73.99733,6,"serrulata",1,604.16,15.87,4.8,2021,4,26,2021-04-26,116
"WA",47.653053,-122.30777,32,"serrulata",1,829.64,16.15,7.48,2021,4,26,2021-04-26,116
"WA",47.663101,-122.315498,64,"serrulata",1,802.05,15.8,7.16,2021,4,26,2021-04-26,116
"NY",40.73082,-73.99733,6,"yedoensis",0,604.16,15.87,4.8,2021,4,26,2021-04-26,116
"NY",43.026077,-78.847778,173,"cerasus",0,387.42,9.97,0.16,2021,4,26,2021-04-26,116
"NJ",40.94595,-74.017372,7,"yedoensis",0,585.63,18.26,6.3,2021,4,27,2021-04-27,117
"TN",35.590618,-83.470062,1794,"pensylvanica",0,418.33,21.82,3.83,2021,4,27,2021-04-27,117
"NY",42.813305,-78.723145,225,"serrulata",0,417.94,22.3,8.09,2021,4,28,2021-04-28,118
"NY",40.879101,-73.147514,45,"serrulata",0,550.13,22.77,8.33,2021,4,28,2021-04-28,118
"TN",35.590618,-83.470062,1794,"pensylvanica",0,432.45,18.49,9.75,2021,4,28,2021-04-28,118
"IN",40.060658,-85.999557,239,"pensylvanica",1,586.79,22.7,15.86,2021,4,28,2021-04-28,118
"OR",45.327137,-122.917313,205,"serrulata",1,871.77,24.2,8.06,2021,4,29,2021-04-29,119
"WA",48.91993,-122.640564,10,"emarginata",1,810.54,18.42,9.91,2021,4,30,2021-04-30,120
"MA",42.046661,-72.753372,71,"serrulata",1,466,16.46,8.25,2021,4,30,2021-04-30,120
"NJ",40.94595,-74.017372,7,"yedoensis",0,638.44,21.22,9.18,2021,4,30,2021-04-30,120
"DC",38.88535,-77.03863,0,"yedoensis",0,398.15,3.3,-5.6,1949,3,1,1949-03-01,60
"DC",38.88535,-77.03863,0,"yedoensis",0,399.3,6.7,-4.4,1949,3,2,1949-03-02,61
"DC",38.88535,-77.03863,0,"yedoensis",0,403.75,7.2,1.7,1949,3,3,1949-03-03,62
"DC",38.88535,-77.03863,0,"yedoensis",0,407.35,12.2,-5,1949,3,4,1949-03-04,63
"DC",38.88535,-77.03863,0,"yedoensis",0,418.45,18.9,3.3,1949,3,5,1949-03-05,64
"DC",38.88535,-77.03863,0,"yedoensis",0,433.15,22.2,7.2,1949,3,6,1949-03-06,65
"DC",38.88535,-77.03863,0,"yedoensis",0,438.7,12.8,-1.7,1949,3,7,1949-03-07,66
"DC",38.88535,-77.03863,0,"yedoensis",0,442.85,13.9,-5.6,1949,3,8,1949-03-08,67
"DC",38.88535,-77.03863,0,"yedoensis",0,449,15.6,-3.3,1949,3,9,1949-03-09,68
"DC",38.88535,-77.03863,0,"yedoensis",0,458.45,13.3,5.6,1949,3,10,1949-03-10,69
"DC",38.88535,-77.03863,0,"yedoensis",0,463.15,8.3,1.1,1949,3,11,1949-03-11,70
"DC",38.88535,-77.03863,0,"yedoensis",0,466.45,7.2,-0.6,1949,3,12,1949-03-12,71
"DC",38.88535,-77.03863,0,"yedoensis",0,471.7,11.1,-0.6,1949,3,13,1949-03-13,72
"DC",38.88535,-77.03863,0,"yedoensis",0,478.6,14.4,-0.6,1949,3,14,1949-03-14,73
"DC",38.88535,-77.03863,0,"yedoensis",0,483.85,12.2,-1.7,1949,3,15,1949-03-15,74
"DC",38.88535,-77.03863,0,"yedoensis",0,485,6.7,-4.4,1949,3,16,1949-03-16,75
"DC",38.88535,-77.03863,0,"yedoensis",0,489.4,9.4,-0.6,1949,3,17,1949-03-17,76
"DC",38.88535,-77.03863,0,"yedoensis",0,494.1,8.3,1.1,1949,3,18,1949-03-18,77
"DC",38.88535,-77.03863,0,"yedoensis",0,494.1,4.4,-5,1949,3,19,1949-03-19,78
