"lat","long","alt","year","bloom_date","bloom_doy","country","city"
47.561031,8.063136,330,1974,"1974-04-08",98,"Switzerland","Laufenburg"
46.169278,8.798214,200,1974,"1974-04-25",115,"Switzerland","Locarno"
46.340108,7.009622,1250,1974,"1974-05-20",140,"Switzerland","Leysin"
46.915883,8.993658,695,1974,"1974-04-20",110,"Switzerland","Linthal"
46.498772,6.26595,900,1974,"1974-04-15",105,"Switzerland","Longirod"
47.002858,6.728592,1120,1974,"1974-05-18",138,"Switzerland","Les Ponts-de-Martel"
46.646331,6.777689,600,1974,"1974-04-10",100,"Switzerland","Moudon"
47.763636,8.612414,540,1974,"1974-04-05",95,"Switzerland","Merishausen"
47.561983,7.850547,305,1974,"1974-04-04",94,"Switzerland","Möhlin"
47.279386,7.385775,530,1974,"1974-04-14",104,"Switzerland","Moutier"
47.108222,9.217372,500,1974,"1974-04-02",92,"Switzerland","Murg"
47.092389,9.071936,440,1974,"1974-04-03",93,"Switzerland","Näfels"
47.681939,8.615533,435,1974,"1974-04-06",96,"Switzerland","Neuhausen"
47.126578,7.613264,485,1974,"1974-04-16",106,"Switzerland","Oeschberg"
47.157753,7.214464,700,1974,"1974-04-11",101,"Switzerland","Orvin"
46.761672,7.098294,680,1974,"1974-04-11",101,"Switzerland","Posieux"
47.620414,8.542733,515,1974,"1974-04-06",96,"Switzerland","Rafz"
46.965036,9.685814,800,1974,"1974-04-10",100,"Switzerland","Schiers"
47.365283,7.999019,450,1974,"1974-04-08",98,"Switzerland","Schönenwerd"
46.815436,10.335078,1440,1974,"1974-05-16",136,"Switzerland","Sent"
47.338319,8.153353,550,1974,"1974-04-07",97,"Switzerland","Seon"
46.965358,9.632064,960,1974,"1974-04-08",98,"Switzerland","Seewis Dorf"
47.050589,9.439256,480,1974,"1974-04-01",91,"Switzerland","Sargans II"
46.195022,8.056794,1475,1974,"1974-06-01",152,"Switzerland","Simplon-Dorf"
47.219356,8.5767,480,1974,"1974-04-22",112,"Switzerland","Sihlbrugg"
46.222336,7.594153,1650,1974,"1974-06-15",166,"Switzerland","St. Luc"
46.894217,8.252236,500,1974,"1974-04-08",98,"Switzerland","Sarnen"
46.34585,9.595214,1000,1974,"1974-05-14",134,"Switzerland","Stampa"
46.048003,6.993797,1300,1974,"1974-05-20",140,"Switzerland","Trient"
46.709511,9.44165,700,1974,"1974-04-05",95,"Switzerland","Thusis"
46.290431,6.137128,440,1974,"1974-04-02",92,"Switzerland","Versoix"
47.470556,8.154928,415,1974,"1974-04-03",93,"Switzerland","Villnachern"
46.712292,6.379286,850,1974,"1974-05-08",128,"Switzerland","Vallorbe"
47.223239,8.679778,480,1974,"1974-04-02",92,"Switzerland","Wädenswil"
47.277122,8.916314,620,1974,"1974-04-13",103,"Switzerland","Wald, ZH"
47.289853,9.104422,625,1974,"1974-04-10",100,"Switzerland","Wattwil, SG"
47.279603,8.027331,650,1974,"1974-04-12",102,"Switzerland","Wiliberg"
47.256317,7.808556,450,1974,"1974-04-08",98,"Switzerland","Wynau"
47.350869,8.510678,530,1974,"1974-04-01",91,"Switzerland","Zürich-Albisgüetli"
47.378142,8.565853,555,1974,"1974-04-08",98,"Switzerland","Zürich-MeteoSchweiz"
46.931325,9.566175,600,1974,"1974-04-01",91,"Switzerland","Zizers"
47.291794,7.941003,440,1974,"1974-04-08",98,"Switzerland","Zofingen"
47.3591,8.590272,620,1974,"1974-04-03",93,"Switzerland","Zürich-Witikon"
46.555264,7.373433,965,1974,"1974-04-30",120,"Switzerland","Zweisimmen"
46.756178,6.490211,660,1975,"1975-04-28",118,"Switzerland","L'Abergement"
46.492022,7.561067,1350,1975,"1975-05-14",134,"Switzerland","Adelboden"
46.600961,9.422614,985,1975,"1975-05-13",133,"Switzerland","Andeer"
47.331994,9.415403,775,1975,"1975-05-12",132,"Switzerland","Appenzell"
46.236078,8.725292,350,1975,"1975-05-03",123,"Switzerland","Aurigeno"
47.548594,7.582372,315,1975,"1975-04-18",108,"Switzerland","Basel-Binningen"
46.337594,9.555908,825,1975,"1975-05-01",121,"Switzerland","Bondo GR"
46.265447,10.115375,850,1975,"1975-04-22",112,"Switzerland","Brusio-Piazzo"
47.364822,8.881672,640,1975,"1975-05-13",133,"Switzerland","Bauma"
46.177483,6.014089,400,1975,"1975-04-24",114,"Switzerland","Cartigny"
46.315447,8.598925,430,1975,"1975-04-02",92,"Switzerland","Cevio-Cavergno"
46.395917,6.229419,435,1975,"1975-04-25",115,"Switzerland","Changins"
46.868244,9.5419,640,1975,"1975-04-18",108,"Switzerland","Chur"
46.9213,6.637761,750,1975,"1975-05-10",130,"Switzerland","Couvet"
47.690281,8.744,410,1975,"1975-04-25",115,"Switzerland","Diessenhofen"
46.834311,9.457442,580,1975,"1975-04-22",112,"Switzerland","Domat "
47.568867,8.249947,350,1975,"1975-04-10",100,"Switzerland","Döttingen"
46.699461,8.850803,1200,1975,"1975-05-18",138,"Switzerland","Disentis"
47.179358,8.573208,750,1975,"1975-05-09",129,"Switzerland","Edlibach"
46.898653,7.932344,910,1975,"1975-05-17",137,"Switzerland","Escholzmatt"
47.131972,8.748844,910,1975,"1975-05-24",144,"Switzerland","Einsiedeln"
46.921942,9.172731,1000,1975,"1975-05-18",138,"Switzerland","Elm"
46.987397,8.068953,765,1975,"1975-05-15",135,"Switzerland","Entlebuch"
47.056436,7.012192,820,1975,"1975-05-11",131,"Switzerland","Enges"
46.983531,9.660289,910,1975,"1975-05-02",122,"Switzerland","Fanas"
46.400261,8.127792,1100,1975,"1975-05-13",133,"Switzerland","Fiesch"
47.415283,9.182167,630,1975,"1975-05-08",128,"Switzerland","Flawil"
46.736853,8.351842,1205,1975,"1975-05-24",144,"Switzerland","Gadmen"
47.166089,7.887067,610,1975,"1975-05-04",124,"Switzerland","Grossdietwil"
46.274817,7.065661,1100,1975,"1975-05-26",146,"Switzerland","Gryon"
46.983786,9.64715,650,1975,"1975-05-07",127,"Switzerland","Grüsch"
47.442925,9.533178,800,1975,"1975-05-07",127,"Switzerland","Heiden"
47.265269,8.582169,450,1975,"1975-04-18",108,"Switzerland","Horgen"
47.18465,7.702511,450,1975,"1975-05-06",126,"Switzerland","Herzogenbuchsee"
46.928553,9.710558,800,1975,"1975-05-07",127,"Switzerland","Jenaz"
47.561031,8.063136,330,1975,"1975-04-27",117,"Switzerland","Laufenburg"
46.169278,8.798214,200,1975,"1975-04-20",110,"Switzerland","Locarno"
46.340108,7.009622,1250,1975,"1975-05-29",149,"Switzerland","Leysin"
46.915883,8.993658,695,1975,"1975-05-10",130,"Switzerland","Linthal"
46.498772,6.26595,900,1975,"1975-05-18",138,"Switzerland","Longirod"
47.002858,6.728592,1120,1975,"1975-05-22",142,"Switzerland","Les Ponts-de-Martel"
47.062769,8.342442,580,1975,"1975-04-23",113,"Switzerland","Luzern"
46.646331,6.777689,600,1975,"1975-04-27",117,"Switzerland","Moudon"
47.763636,8.612414,540,1975,"1975-04-30",120,"Switzerland","Merishausen"
47.561983,7.850547,305,1975,"1975-04-26",116,"Switzerland","Möhlin"
47.265317,8.332283,550,1975,"1975-05-02",122,"Switzerland","Muri, AG"
47.279386,7.385775,530,1975,"1975-05-06",126,"Switzerland","Moutier"
47.108222,9.217372,500,1975,"1975-04-25",115,"Switzerland","Murg"
47.092389,9.071936,440,1975,"1975-04-25",115,"Switzerland","Näfels"
47.681939,8.615533,435,1975,"1975-04-23",113,"Switzerland","Neuhausen"
47.126578,7.613264,485,1975,"1975-05-06",126,"Switzerland","Oeschberg"
47.481914,8.332208,490,1975,"1975-04-23",113,"Switzerland","Oberehrendingen"
47.157753,7.214464,700,1975,"1975-05-08",128,"Switzerland","Orvin"
46.761672,7.098294,680,1975,"1975-05-10",130,"Switzerland","Posieux"
46.394025,8.655608,750,1975,"1975-04-26",116,"Switzerland","Prato-Sornico"
47.620414,8.542733,515,1975,"1975-04-23",113,"Switzerland","Rafz"
46.965036,9.685814,800,1975,"1975-04-30",120,"Switzerland","Schiers"
47.365283,7.999019,450,1975,"1975-04-26",116,"Switzerland","Schönenwerd"
46.815436,10.335078,1440,1975,"1975-05-17",137,"Switzerland","Sent"
47.338319,8.153353,550,1975,"1975-05-04",124,"Switzerland","Seon"
46.965358,9.632064,960,1975,"1975-05-13",133,"Switzerland","Seewis Dorf"
47.050589,9.439256,480,1975,"1975-04-28",118,"Switzerland","Sargans II"
46.195022,8.056794,1475,1975,"1975-06-10",161,"Switzerland","Simplon-Dorf"
47.219356,8.5767,480,1975,"1975-05-04",124,"Switzerland","Sihlbrugg"
46.222336,7.594153,1650,1975,"1975-06-12",163,"Switzerland","St. Luc"
46.894217,8.252236,500,1975,"1975-04-28",118,"Switzerland","Sarnen"
46.34585,9.595214,1000,1975,"1975-05-15",135,"Switzerland","Stampa"
46.048003,6.993797,1300,1975,"1975-05-21",141,"Switzerland","Trient"
46.709511,9.44165,700,1975,"1975-04-26",116,"Switzerland","Thusis"
46.290431,6.137128,440,1975,"1975-04-17",107,"Switzerland","Versoix"
47.470556,8.154928,415,1975,"1975-04-20",110,"Switzerland","Villnachern"
46.148775,8.848836,210,1975,"1975-04-13",103,"Switzerland","Vira "
47.223239,8.679778,480,1975,"1975-04-23",113,"Switzerland","Wädenswil"
47.277122,8.916314,620,1975,"1975-04-29",119,"Switzerland","Wald, ZH"
47.289853,9.104422,625,1975,"1975-05-08",128,"Switzerland","Wattwil, SG"
47.279603,8.027331,650,1975,"1975-05-05",125,"Switzerland","Wiliberg"
47.256317,7.808556,450,1975,"1975-04-26",116,"Switzerland","Wynau"
47.350869,8.510678,530,1975,"1975-05-04",124,"Switzerland","Zürich-Albisgüetli"
47.378142,8.565853,555,1975,"1975-04-29",119,"Switzerland","Zürich-MeteoSchweiz"
46.931325,9.566175,600,1975,"1975-04-20",110,"Switzerland","Zizers"
47.291794,7.941003,440,1975,"1975-04-25",115,"Switzerland","Zofingen"
47.3591,8.590272,620,1975,"1975-04-23",113,"Switzerland","Zürich-Witikon"
46.555264,7.373433,965,1975,"1975-05-16",136,"Switzerland","Zweisimmen"
46.756178,6.490211,660,1976,"1976-04-20",111,"Switzerland","L'Abergement"
46.492022,7.561067,1350,1976,"1976-05-05",126,"Switzerland","Adelboden"
46.872614,8.658569,470,1976,"1976-05-12",133,"Switzerland","Altdorf"
46.600961,9.422614,985,1976,"1976-05-05",126,"Switzerland","Andeer"
47.331994,9.415403,775,1976,"1976-05-06",127,"Switzerland","Appenzell"
46.236078,8.725292,350,1976,"1976-04-28",119,"Switzerland","Aurigeno"
47.548594,7.582372,315,1976,"1976-04-18",109,"Switzerland","Basel-Binningen"
46.337594,9.555908,825,1976,"1976-04-15",106,"Switzerland","Bondo GR"
46.265447,10.115375,850,1976,"1976-04-23",114,"Switzerland","Brusio-Piazzo"
47.364822,8.881672,640,1976,"1976-05-06",127,"Switzerland","Bauma"
46.177483,6.014089,400,1976,"1976-04-12",103,"Switzerland","Cartigny"
46.315447,8.598925,430,1976,"1976-03-29",89,"Switzerland","Cevio-Cavergno"
47.098392,6.986644,900,1976,"1976-04-20",111,"Switzerland","Cernier"
46.395917,6.229419,435,1976,"1976-04-21",112,"Switzerland","Changins"
46.868244,9.5419,640,1976,"1976-04-07",98,"Switzerland","Chur"
46.9213,6.637761,750,1976,"1976-05-03",124,"Switzerland","Couvet"
47.690281,8.744,410,1976,"1976-04-20",111,"Switzerland","Diessenhofen"
46.834311,9.457442,580,1976,"1976-04-16",107,"Switzerland","Domat "
47.568867,8.249947,350,1976,"1976-04-14",105,"Switzerland","Döttingen"
46.699461,8.850803,1200,1976,"1976-05-07",128,"Switzerland","Disentis"
47.218989,9.520044,580,1976,"1976-04-12",103,"Switzerland","Eschen-Boja"
47.179358,8.573208,750,1976,"1976-05-04",125,"Switzerland","Edlibach"
46.898653,7.932344,910,1976,"1976-05-04",125,"Switzerland","Escholzmatt"
47.131972,8.748844,910,1976,"1976-05-14",135,"Switzerland","Einsiedeln"
46.921942,9.172731,1000,1976,"1976-05-20",141,"Switzerland","Elm"
46.987397,8.068953,765,1976,"1976-05-05",126,"Switzerland","Entlebuch"
47.056436,7.012192,820,1976,"1976-05-01",122,"Switzerland","Enges"
46.983531,9.660289,910,1976,"1976-04-21",112,"Switzerland","Fanas"
46.400261,8.127792,1100,1976,"1976-05-03",124,"Switzerland","Fiesch"
47.415283,9.182167,630,1976,"1976-05-02",123,"Switzerland","Flawil"
47.166089,7.887067,610,1976,"1976-04-25",116,"Switzerland","Grossdietwil"
46.274817,7.065661,1100,1976,"1976-05-08",129,"Switzerland","Gryon"
46.983786,9.64715,650,1976,"1976-04-30",121,"Switzerland","Grüsch"
47.442925,9.533178,800,1976,"1976-05-04",125,"Switzerland","Heiden"
47.265269,8.582169,450,1976,"1976-04-11",102,"Switzerland","Horgen"
47.18465,7.702511,450,1976,"1976-04-22",113,"Switzerland","Herzogenbuchsee"
46.928553,9.710558,800,1976,"1976-05-02",123,"Switzerland","Jenaz"
47.561031,8.063136,330,1976,"1976-04-18",109,"Switzerland","Laufenburg"
46.169278,8.798214,200,1976,"1976-04-10",101,"Switzerland","Locarno"
46.18625,7.21845,480,1976,"1976-04-02",93,"Switzerland","Leytron"
46.340108,7.009622,1250,1976,"1976-05-24",145,"Switzerland","Leysin"
46.915883,8.993658,695,1976,"1976-04-29",120,"Switzerland","Linthal"
46.498772,6.26595,900,1976,"1976-04-26",117,"Switzerland","Longirod"
47.002858,6.728592,1120,1976,"1976-05-18",139,"Switzerland","Les Ponts-de-Martel"
47.062769,8.342442,580,1976,"1976-04-25",116,"Switzerland","Luzern"
46.646331,6.777689,600,1976,"1976-04-19",110,"Switzerland","Moudon"
47.763636,8.612414,540,1976,"1976-04-19",110,"Switzerland","Merishausen"
47.561983,7.850547,305,1976,"1976-04-17",108,"Switzerland","Möhlin"
47.265317,8.332283,550,1976,"1976-05-02",123,"Switzerland","Muri, AG"
47.279386,7.385775,530,1976,"1976-04-25",116,"Switzerland","Moutier"
46.884997,10.464608,1050,1976,"1976-05-05",126,"Switzerland","Martina"
47.108222,9.217372,500,1976,"1976-04-20",111,"Switzerland","Murg"
47.092389,9.071936,440,1976,"1976-04-29",120,"Switzerland","Näfels"
47.681939,8.615533,435,1976,"1976-04-18",109,"Switzerland","Neuhausen"
47.126578,7.613264,485,1976,"1976-05-03",124,"Switzerland","Oeschberg"
47.481914,8.332208,490,1976,"1976-04-17",108,"Switzerland","Oberehrendingen"
47.157753,7.214464,700,1976,"1976-04-21",112,"Switzerland","Orvin"
46.256639,7.092033,1100,1976,"1976-05-15",136,"Switzerland","Les Plans-sur-Bex"
46.761672,7.098294,680,1976,"1976-05-02",123,"Switzerland","Posieux"
46.394025,8.655608,750,1976,"1976-04-19",110,"Switzerland","Prato-Sornico"
47.620414,8.542733,515,1976,"1976-04-18",109,"Switzerland","Rafz"
46.965036,9.685814,800,1976,"1976-04-17",108,"Switzerland","Schiers"
47.365283,7.999019,450,1976,"1976-04-17",108,"Switzerland","Schönenwerd"
46.815436,10.335078,1440,1976,"1976-05-10",131,"Switzerland","Sent"
47.338319,8.153353,550,1976,"1976-04-22",113,"Switzerland","Seon"
46.965358,9.632064,960,1976,"1976-05-08",129,"Switzerland","Seewis Dorf"
47.050589,9.439256,480,1976,"1976-04-18",109,"Switzerland","Sargans II"
46.195022,8.056794,1475,1976,"1976-05-20",141,"Switzerland","Simplon-Dorf"
47.219356,8.5767,480,1976,"1976-04-28",119,"Switzerland","Sihlbrugg"
46.222336,7.594153,1650,1976,"1976-05-16",137,"Switzerland","St. Luc"
46.894217,8.252236,500,1976,"1976-04-20",111,"Switzerland","Sarnen"
46.34585,9.595214,1000,1976,"1976-05-06",127,"Switzerland","Stampa"
46.048003,6.993797,1300,1976,"1976-05-13",134,"Switzerland","Trient"
46.709511,9.44165,700,1976,"1976-04-17",108,"Switzerland","Thusis"
46.622889,9.182461,1250,1976,"1976-05-30",151,"Switzerland","Vals"
46.290431,6.137128,440,1976,"1976-04-09",100,"Switzerland","Versoix"
47.470556,8.154928,415,1976,"1976-04-10",101,"Switzerland","Villnachern"
46.148775,8.848836,210,1976,"1976-04-03",94,"Switzerland","Vira "
46.712292,6.379286,850,1976,"1976-04-30",121,"Switzerland","Vallorbe"
47.223239,8.679778,480,1976,"1976-04-16",107,"Switzerland","Wädenswil"
47.277122,8.916314,620,1976,"1976-04-22",113,"Switzerland","Wald, ZH"
47.289853,9.104422,625,1976,"1976-04-27",118,"Switzerland","Wattwil, SG"
47.279603,8.027331,650,1976,"1976-04-27",118,"Switzerland","Wiliberg"
47.256317,7.808556,450,1976,"1976-04-18",109,"Switzerland","Wynau"
47.350869,8.510678,530,1976,"1976-04-19",110,"Switzerland","Zürich-Albisgüetli"
47.378142,8.565853,555,1976,"1976-04-18",109,"Switzerland","Zürich-MeteoSchweiz"
46.931325,9.566175,600,1976,"1976-04-17",108,"Switzerland","Zizers"
47.291794,7.941003,440,1976,"1976-04-18",109,"Switzerland","Zofingen"
47.3591,8.590272,620,1976,"1976-04-16",107,"Switzerland","Zürich-Witikon"
46.555264,7.373433,965,1976,"1976-05-17",138,"Switzerland","Zweisimmen"
46.756178,6.490211,660,1977,"1977-04-04",94,"Switzerland","L'Abergement"
46.492022,7.561067,1350,1977,"1977-05-07",127,"Switzerland","Adelboden"
46.872614,8.658569,470,1977,"1977-05-02",122,"Switzerland","Altdorf"
46.600961,9.422614,985,1977,"1977-04-29",119,"Switzerland","Andeer"
47.331994,9.415403,775,1977,"1977-05-03",123,"Switzerland","Appenzell"
46.236078,8.725292,350,1977,"1977-04-11",101,"Switzerland","Aurigeno"
47.548594,7.582372,315,1977,"1977-03-22",81,"Switzerland","Basel-Binningen"
46.337594,9.555908,825,1977,"1977-04-26",116,"Switzerland","Bondo GR"
46.265447,10.115375,850,1977,"1977-04-28",118,"Switzerland","Brusio-Piazzo"
47.364822,8.881672,640,1977,"1977-05-04",124,"Switzerland","Bauma"
46.177483,6.014089,400,1977,"1977-04-06",96,"Switzerland","Cartigny"
46.315447,8.598925,430,1977,"1977-03-30",89,"Switzerland","Cevio-Cavergno"
47.098392,6.986644,900,1977,"1977-04-20",110,"Switzerland","Cernier"
46.395917,6.229419,435,1977,"1977-04-15",105,"Switzerland","Changins"
46.868244,9.5419,640,1977,"1977-03-27",86,"Switzerland","Chur"
46.9213,6.637761,750,1977,"1977-04-23",113,"Switzerland","Couvet"
47.690281,8.744,410,1977,"1977-04-07",97,"Switzerland","Diessenhofen"
46.834311,9.457442,580,1977,"1977-03-28",87,"Switzerland","Domat "
47.568867,8.249947,350,1977,"1977-04-03",93,"Switzerland","Döttingen"
46.699461,8.850803,1200,1977,"1977-05-14",134,"Switzerland","Disentis"
47.218989,9.520044,580,1977,"1977-03-26",85,"Switzerland","Eschen-Boja"
47.179358,8.573208,750,1977,"1977-04-24",114,"Switzerland","Edlibach"
46.898653,7.932344,910,1977,"1977-05-20",140,"Switzerland","Escholzmatt"
47.131972,8.748844,910,1977,"1977-05-08",128,"Switzerland","Einsiedeln"
46.921942,9.172731,1000,1977,"1977-05-22",142,"Switzerland","Elm"
46.987397,8.068953,765,1977,"1977-04-26",116,"Switzerland","Entlebuch"
47.056436,7.012192,820,1977,"1977-05-02",122,"Switzerland","Enges"
46.983531,9.660289,910,1977,"1977-04-25",115,"Switzerland","Fanas"
46.400261,8.127792,1100,1977,"1977-05-08",128,"Switzerland","Fiesch"
47.415283,9.182167,630,1977,"1977-04-26",116,"Switzerland","Flawil"
46.736853,8.351842,1205,1977,"1977-05-24",144,"Switzerland","Gadmen"
47.166089,7.887067,610,1977,"1977-05-10",130,"Switzerland","Grossdietwil"
46.274817,7.065661,1100,1977,"1977-05-15",135,"Switzerland","Gryon"
46.983786,9.64715,650,1977,"1977-04-28",118,"Switzerland","Grüsch"
47.442925,9.533178,800,1977,"1977-04-27",117,"Switzerland","Heiden"
47.265269,8.582169,450,1977,"1977-03-26",85,"Switzerland","Horgen"
47.18465,7.702511,450,1977,"1977-04-15",105,"Switzerland","Herzogenbuchsee"
46.928553,9.710558,800,1977,"1977-04-28",118,"Switzerland","Jenaz"
47.561031,8.063136,330,1977,"1977-04-05",95,"Switzerland","Laufenburg"
46.169278,8.798214,200,1977,"1977-04-08",98,"Switzerland","Locarno"
46.18625,7.21845,480,1977,"1977-03-26",85,"Switzerland","Leytron"
46.340108,7.009622,1250,1977,"1977-05-20",140,"Switzerland","Leysin"
46.915883,8.993658,695,1977,"1977-04-26",116,"Switzerland","Linthal"
46.498772,6.26595,900,1977,"1977-05-03",123,"Switzerland","Longirod"
47.002858,6.728592,1120,1977,"1977-05-16",136,"Switzerland","Les Ponts-de-Martel"
47.062769,8.342442,580,1977,"1977-04-15",105,"Switzerland","Luzern"
46.646331,6.777689,600,1977,"1977-04-06",96,"Switzerland","Moudon"
47.763636,8.612414,540,1977,"1977-04-16",106,"Switzerland","Merishausen"
46.2415,6.850589,1380,1977,"1977-05-28",148,"Switzerland","Morgins VS"
47.561983,7.850547,305,1977,"1977-04-02",92,"Switzerland","Möhlin"
47.265317,8.332283,550,1977,"1977-04-18",108,"Switzerland","Muri, AG"
46.884997,10.464608,1050,1977,"1977-05-06",126,"Switzerland","Martina"
47.108222,9.217372,500,1977,"1977-03-27",86,"Switzerland","Murg"
47.681939,8.615533,435,1977,"1977-03-28",87,"Switzerland","Neuhausen"
47.126578,7.613264,485,1977,"1977-04-26",116,"Switzerland","Oeschberg"
47.481914,8.332208,490,1977,"1977-03-30",89,"Switzerland","Oberehrendingen"
47.157753,7.214464,700,1977,"1977-04-27",117,"Switzerland","Orvin"
47.656878,8.490242,410,1977,"1977-04-22",112,"Switzerland","Osterfingen"
46.256639,7.092033,1100,1977,"1977-05-10",130,"Switzerland","Les Plans-sur-Bex"
46.761672,7.098294,680,1977,"1977-04-22",112,"Switzerland","Posieux"
46.394025,8.655608,750,1977,"1977-04-19",109,"Switzerland","Prato-Sornico"
47.472492,9.494931,450,1977,"1977-03-25",84,"Switzerland","Rorschach"
46.965036,9.685814,800,1977,"1977-04-25",115,"Switzerland","Schiers"
47.365283,7.999019,450,1977,"1977-04-05",95,"Switzerland","Schönenwerd"
46.815436,10.335078,1440,1977,"1977-05-22",142,"Switzerland","Sent"
47.338319,8.153353,550,1977,"1977-04-05",95,"Switzerland","Seon"
46.965358,9.632064,960,1977,"1977-05-12",132,"Switzerland","Seewis Dorf"
47.050589,9.439256,480,1977,"1977-03-25",84,"Switzerland","Sargans II"
47.219356,8.5767,480,1977,"1977-04-25",115,"Switzerland","Sihlbrugg"
46.222336,7.594153,1650,1977,"1977-05-12",132,"Switzerland","St. Luc"
46.894217,8.252236,500,1977,"1977-04-06",96,"Switzerland","Sarnen"
46.34585,9.595214,1000,1977,"1977-05-01",121,"Switzerland","Stampa"
46.048003,6.993797,1300,1977,"1977-05-19",139,"Switzerland","Trient"
46.709511,9.44165,700,1977,"1977-04-10",100,"Switzerland","Thusis"
46.622889,9.182461,1250,1977,"1977-06-01",152,"Switzerland","Vals"
46.290431,6.137128,440,1977,"1977-03-30",89,"Switzerland","Versoix"
47.470556,8.154928,415,1977,"1977-03-24",83,"Switzerland","Villnachern"
46.148775,8.848836,210,1977,"1977-03-30",89,"Switzerland","Vira "
46.712292,6.379286,850,1977,"1977-05-01",121,"Switzerland","Vallorbe"
47.223239,8.679778,480,1977,"1977-04-18",108,"Switzerland","Wädenswil"
47.277122,8.916314,620,1977,"1977-04-21",111,"Switzerland","Wald, ZH"
47.289853,9.104422,625,1977,"1977-04-22",112,"Switzerland","Wattwil, SG"
47.279603,8.027331,650,1977,"1977-04-26",116,"Switzerland","Wiliberg"
47.256317,7.808556,450,1977,"1977-04-08",98,"Switzerland","Wynau"
47.350869,8.510678,530,1977,"1977-04-05",95,"Switzerland","Zürich-Albisgüetli"
47.378142,8.565853,555,1977,"1977-04-04",94,"Switzerland","Zürich-MeteoSchweiz"
46.931325,9.566175,600,1977,"1977-03-26",85,"Switzerland","Zizers"
47.291794,7.941003,440,1977,"1977-04-06",96,"Switzerland","Zofingen"
47.3591,8.590272,620,1977,"1977-03-28",87,"Switzerland","Zürich-Witikon"
46.555264,7.373433,965,1977,"1977-05-14",134,"Switzerland","Zweisimmen"
46.756178,6.490211,660,1978,"1978-04-30",120,"Switzerland","L'Abergement"
46.492022,7.561067,1350,1978,"1978-05-18",138,"Switzerland","Adelboden"
46.872614,8.658569,470,1978,"1978-04-20",110,"Switzerland","Altdorf"
46.600961,9.422614,985,1978,"1978-05-12",132,"Switzerland","Andeer"
47.331994,9.415403,775,1978,"1978-05-08",128,"Switzerland","Appenzell"
46.236078,8.725292,350,1978,"1978-04-15",105,"Switzerland","Aurigeno"
47.548594,7.582372,315,1978,"1978-04-13",103,"Switzerland","Basel-Binningen"
47.151194,7.254139,490,1978,"1978-04-30",120,"Switzerland","Biel"
46.337594,9.555908,825,1978,"1978-05-10",130,"Switzerland","Bondo GR"
46.265447,10.115375,850,1978,"1978-04-30",120,"Switzerland","Brusio-Piazzo"
47.364822,8.881672,640,1978,"1978-05-16",136,"Switzerland","Bauma"
46.177483,6.014089,400,1978,"1978-04-22",112,"Switzerland","Cartigny"
46.315447,8.598925,430,1978,"1978-04-18",108,"Switzerland","Cevio-Cavergno"
47.098392,6.986644,900,1978,"1978-05-17",137,"Switzerland","Cernier"
46.395917,6.229419,435,1978,"1978-05-02",122,"Switzerland","Changins"
46.868244,9.5419,640,1978,"1978-04-20",110,"Switzerland","Chur"
46.9213,6.637761,750,1978,"1978-05-14",134,"Switzerland","Couvet"
47.690281,8.744,410,1978,"1978-05-02",122,"Switzerland","Diessenhofen"
46.834311,9.457442,580,1978,"1978-04-25",115,"Switzerland","Domat "
47.568867,8.249947,350,1978,"1978-04-23",113,"Switzerland","Döttingen"
46.699461,8.850803,1200,1978,"1978-05-30",150,"Switzerland","Disentis"
47.218989,9.520044,580,1978,"1978-04-14",104,"Switzerland","Eschen-Boja"
47.179358,8.573208,750,1978,"1978-05-16",136,"Switzerland","Edlibach"
47.131972,8.748844,910,1978,"1978-05-23",143,"Switzerland","Einsiedeln"
46.921942,9.172731,1000,1978,"1978-05-11",131,"Switzerland","Elm"
46.987397,8.068953,765,1978,"1978-05-11",131,"Switzerland","Entlebuch"
47.056436,7.012192,820,1978,"1978-05-20",140,"Switzerland","Enges"
46.983531,9.660289,910,1978,"1978-05-06",126,"Switzerland","Fanas"
46.400261,8.127792,1100,1978,"1978-05-13",133,"Switzerland","Fiesch"
47.415283,9.182167,630,1978,"1978-05-04",124,"Switzerland","Flawil"
46.736853,8.351842,1205,1978,"1978-06-02",153,"Switzerland","Gadmen"
47.166089,7.887067,610,1978,"1978-05-01",121,"Switzerland","Grossdietwil"
46.274817,7.065661,1100,1978,"1978-05-20",140,"Switzerland","Gryon"
46.983786,9.64715,650,1978,"1978-05-05",125,"Switzerland","Grüsch"
47.442925,9.533178,800,1978,"1978-05-03",123,"Switzerland","Heiden"
47.265269,8.582169,450,1978,"1978-04-14",104,"Switzerland","Horgen"
47.18465,7.702511,450,1978,"1978-04-30",120,"Switzerland","Herzogenbuchsee"
46.928553,9.710558,800,1978,"1978-05-05",125,"Switzerland","Jenaz"
47.561031,8.063136,330,1978,"1978-04-27",117,"Switzerland","Laufenburg"
46.169278,8.798214,200,1978,"1978-04-10",100,"Switzerland","Locarno"
46.18625,7.21845,480,1978,"1978-04-10",100,"Switzerland","Leytron"
46.340108,7.009622,1250,1978,"1978-06-02",153,"Switzerland","Leysin"
46.915883,8.993658,695,1978,"1978-05-04",124,"Switzerland","Linthal"
46.498772,6.26595,900,1978,"1978-05-19",139,"Switzerland","Longirod"
47.002858,6.728592,1120,1978,"1978-05-22",142,"Switzerland","Les Ponts-de-Martel"
