"State","Latitude","Longitude","Elevation_in_Meters","Species","Phenophase_Status","AGDD","Tmax","Tmin","year","month","day","date","doy"
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,22.8,7.2,1959,4,15,1959-04-15,105
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,25,6.1,1959,4,16,1959-04-16,106
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,27.2,8.3,1959,4,17,1959-04-17,107
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,28.3,10,1959,4,18,1959-04-18,108
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,23.9,15.6,1959,4,19,1959-04-19,109
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,18.3,14.4,1959,4,20,1959-04-20,110
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,16.7,7.8,1959,4,21,1959-04-21,111
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,17.2,7.8,1959,4,22,1959-04-22,112
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,15,7.8,1959,4,23,1959-04-23,113
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,22.8,5.6,1959,4,24,1959-04-24,114
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,26.1,6.7,1959,4,25,1959-04-25,115
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,28.3,16.1,1959,4,26,1959-04-26,116
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,27.8,15.6,1959,4,27,1959-04-27,117
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,19.4,7.8,1959,4,28,1959-04-28,118
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,22.8,7.2,1959,4,29,1959-04-29,119
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,25,12.2,1959,4,30,1959-04-30,120
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,2.8,-6.1,1960,3,1,1960-03-01,61
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,1.7,-6.1,1960,3,2,1960-03-02,62
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,0.6,-5,1960,3,3,1960-03-03,63
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,-1.7,-8.9,1960,3,4,1960-03-04,64
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,-2.2,-7.8,1960,3,5,1960-03-05,65
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,0.6,-7.8,1960,3,6,1960-03-06,66
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,0.6,-7.2,1960,3,7,1960-03-07,67
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,-1.1,-8.9,1960,3,8,1960-03-08,68
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,1.1,-10,1960,3,9,1960-03-09,69
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,1.7,-6.1,1960,3,10,1960-03-10,70
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,1.1,-12.2,1960,3,11,1960-03-11,71
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,1.7,-8.9,1960,3,12,1960-03-12,72
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,1.7,-6.7,1960,3,13,1960-03-13,73
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,3.9,-4.4,1960,3,14,1960-03-14,74
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,4.4,-5,1960,3,15,1960-03-15,75
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,3.3,-6.7,1960,3,16,1960-03-16,76
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,7.2,0,1960,3,17,1960-03-17,77
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,8.3,0.6,1960,3,18,1960-03-18,78
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,8.9,0,1960,3,19,1960-03-19,79
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,8.3,-2.8,1960,3,20,1960-03-20,80
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,5.6,-1.1,1960,3,21,1960-03-21,81
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,6.7,-5.6,1960,3,22,1960-03-22,82
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,6.1,-5.6,1960,3,23,1960-03-23,83
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,11.1,-1.1,1960,3,24,1960-03-24,84
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,11.1,-3.9,1960,3,25,1960-03-25,85
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,11.1,-2.2,1960,3,26,1960-03-26,86
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,18.9,-2.8,1960,3,27,1960-03-27,87
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,27.2,9.4,1960,3,28,1960-03-28,88
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,25.6,8.9,1960,3,29,1960-03-29,89
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,21.7,10,1960,3,30,1960-03-30,90
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,16.7,13.3,1960,3,31,1960-03-31,91
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,20.6,8.9,1960,4,1,1960-04-01,92
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,19.4,7.2,1960,4,2,1960-04-02,93
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,12.8,5,1960,4,3,1960-04-03,94
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,25.6,8.9,1960,4,4,1960-04-04,95
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,22.2,5,1960,4,5,1960-04-05,96
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,11.7,1.7,1960,4,6,1960-04-06,97
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,17.8,3.9,1960,4,7,1960-04-07,98
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,18.3,5.6,1960,4,8,1960-04-08,99
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,18.3,4.4,1960,4,9,1960-04-09,100
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,11.1,1.1,1960,4,10,1960-04-10,101
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,15.6,-0.6,1960,4,11,1960-04-11,102
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,25.6,9.4,1960,4,12,1960-04-12,103
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,25.6,5.6,1960,4,13,1960-04-13,104
"DC",38.88535,-77.03863,0,"yedoensis",1,NA,32.2,10.6,1960,4,14,1960-04-14,105
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,31.7,16.7,1960,4,15,1960-04-15,106
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,30,15,1960,4,16,1960-04-16,107
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,29.4,10,1960,4,17,1960-04-17,108
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,26.7,10,1960,4,18,1960-04-18,109
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,16.7,2.2,1960,4,19,1960-04-19,110
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,21.1,5,1960,4,20,1960-04-20,111
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,26.1,10,1960,4,21,1960-04-21,112
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,28.9,16.7,1960,4,22,1960-04-22,113
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,34.4,12.2,1960,4,23,1960-04-23,114
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,33.9,12.2,1960,4,24,1960-04-24,115
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,33.9,18.9,1960,4,25,1960-04-25,116
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,33.9,16.1,1960,4,26,1960-04-26,117
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,31.1,15.6,1960,4,27,1960-04-27,118
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,18.3,12.2,1960,4,28,1960-04-28,119
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,23.3,5,1960,4,29,1960-04-29,120
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,22.2,10,1960,4,30,1960-04-30,121
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,4.4,-1.1,1961,3,1,1961-03-01,60
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,12.8,1.7,1961,3,2,1961-03-02,61
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,19.4,3.9,1961,3,3,1961-03-03,62
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,20.6,8.3,1961,3,4,1961-03-04,63
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,25.6,7.8,1961,3,5,1961-03-05,64
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,26.7,13.3,1961,3,6,1961-03-06,65
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,24.4,7.8,1961,3,7,1961-03-07,66
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,22.2,3.3,1961,3,8,1961-03-08,67
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,6.7,2.2,1961,3,9,1961-03-09,68
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,5,-1.1,1961,3,10,1961-03-10,69
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,15.6,-1.7,1961,3,11,1961-03-11,70
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,20,0.6,1961,3,12,1961-03-12,71
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,15,3.9,1961,3,13,1961-03-13,72
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,8.9,3.9,1961,3,14,1961-03-14,73
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,16.7,3.9,1961,3,15,1961-03-15,74
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,14.4,2.2,1961,3,16,1961-03-16,75
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,5,-5.6,1961,3,17,1961-03-17,76
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,3.3,-6.1,1961,3,18,1961-03-18,77
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,8.3,-0.6,1961,3,19,1961-03-19,78
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,12.8,0.6,1961,3,20,1961-03-20,79
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,12.2,0,1961,3,21,1961-03-21,80
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,7.2,0.6,1961,3,22,1961-03-22,81
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,5.6,1.7,1961,3,23,1961-03-23,82
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,13.3,1.7,1961,3,24,1961-03-24,83
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,13.3,3.3,1961,3,25,1961-03-25,84
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,17.2,0,1961,3,26,1961-03-26,85
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,24.4,4.4,1961,3,27,1961-03-27,86
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,26.1,6.7,1961,3,28,1961-03-28,87
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,23.9,7.2,1961,3,29,1961-03-29,88
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,19.4,5.6,1961,3,30,1961-03-30,89
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,12.2,0.6,1961,3,31,1961-03-31,90
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,10,1.7,1961,4,1,1961-04-01,91
"DC",38.88535,-77.03863,0,"yedoensis",1,NA,9.4,2.8,1961,4,2,1961-04-02,92
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,12.2,0.6,1961,4,3,1961-04-03,93
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,10.6,-0.6,1961,4,4,1961-04-04,94
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,16.7,2.8,1961,4,5,1961-04-05,95
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,16.7,6.1,1961,4,6,1961-04-06,96
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,12.8,2.2,1961,4,7,1961-04-07,97
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,12.2,0.6,1961,4,8,1961-04-08,98
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,11.7,2.2,1961,4,9,1961-04-09,99
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,12.8,2.8,1961,4,10,1961-04-10,100
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,12.8,5,1961,4,11,1961-04-11,101
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,12.2,1.1,1961,4,12,1961-04-12,102
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,7.8,0.6,1961,4,13,1961-04-13,103
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,17.2,5,1961,4,14,1961-04-14,104
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,22.8,5,1961,4,15,1961-04-15,105
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,21.1,11.7,1961,4,16,1961-04-16,106
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,15.6,3.9,1961,4,17,1961-04-17,107
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,16.7,0.6,1961,4,18,1961-04-18,108
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,15,4.4,1961,4,19,1961-04-19,109
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,16.1,2.8,1961,4,20,1961-04-20,110
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,17.8,3.3,1961,4,21,1961-04-21,111
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,26.1,10,1961,4,22,1961-04-22,112
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,26.1,15,1961,4,23,1961-04-23,113
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,28.3,12.8,1961,4,24,1961-04-24,114
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,31.1,16.7,1961,4,25,1961-04-25,115
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,29.4,14.4,1961,4,26,1961-04-26,116
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,20,5,1961,4,27,1961-04-27,117
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,18.3,5.6,1961,4,28,1961-04-28,118
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,13.3,3.3,1961,4,29,1961-04-29,119
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,18.3,3.3,1961,4,30,1961-04-30,120
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,12.2,-2.2,1962,3,1,1962-03-01,60
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,1.1,-12.8,1962,3,2,1962-03-02,61
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,2.8,-9.4,1962,3,3,1962-03-03,62
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,8.3,-11.1,1962,3,4,1962-03-04,63
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,7.2,-4.4,1962,3,5,1962-03-05,64
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,3.3,-1.1,1962,3,6,1962-03-06,65
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,5,-1.1,1962,3,7,1962-03-07,66
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,6.1,-4.4,1962,3,8,1962-03-08,67
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,5,-2.2,1962,3,9,1962-03-09,68
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,7.2,0.6,1962,3,10,1962-03-10,69
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,8.3,0.6,1962,3,11,1962-03-11,70
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,15,4.4,1962,3,12,1962-03-12,71
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,14.4,5.6,1962,3,13,1962-03-13,72
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,9.4,3.9,1962,3,14,1962-03-14,73
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,10.6,1.1,1962,3,15,1962-03-15,74
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,10,1.1,1962,3,16,1962-03-16,75
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,10.6,-1.1,1962,3,17,1962-03-17,76
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,11.7,0.6,1962,3,18,1962-03-18,77
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,12.8,-2.2,1962,3,19,1962-03-19,78
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,17.2,4.4,1962,3,20,1962-03-20,79
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,14.4,5.6,1962,3,21,1962-03-21,80
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,15.6,4.4,1962,3,22,1962-03-22,81
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,15.6,3.9,1962,3,23,1962-03-23,82
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,15,2.8,1962,3,24,1962-03-24,83
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,16.1,2.2,1962,3,25,1962-03-25,84
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,17.8,2.2,1962,3,26,1962-03-26,85
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,18.3,3.3,1962,3,27,1962-03-27,86
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,18.3,3.3,1962,3,28,1962-03-28,87
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,25,6.7,1962,3,29,1962-03-29,88
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,26.7,13.9,1962,3,30,1962-03-30,89
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,25.6,16.7,1962,3,31,1962-03-31,90
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,17.8,9.4,1962,4,1,1962-04-01,91
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,11.7,3.3,1962,4,2,1962-04-02,92
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,11.1,2.8,1962,4,3,1962-04-03,93
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,14.4,-2.2,1962,4,4,1962-04-04,94
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,19.4,4.4,1962,4,5,1962-04-05,95
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,21.1,8.9,1962,4,6,1962-04-06,96
"DC",38.88535,-77.03863,0,"yedoensis",1,NA,23.9,12.8,1962,4,7,1962-04-07,97
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,18.3,12.2,1962,4,8,1962-04-08,98
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,20.6,6.1,1962,4,9,1962-04-09,99
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,20.6,8.9,1962,4,10,1962-04-10,100
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,20,7.2,1962,4,11,1962-04-11,101
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,8.9,7.2,1962,4,12,1962-04-12,102
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,12.8,3.9,1962,4,13,1962-04-13,103
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,13.3,5,1962,4,14,1962-04-14,104
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,11.7,2.8,1962,4,15,1962-04-15,105
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,10,0,1962,4,16,1962-04-16,106
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,12.8,0,1962,4,17,1962-04-17,107
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,16.7,6.1,1962,4,18,1962-04-18,108
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,17.8,5.6,1962,4,19,1962-04-19,109
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,15.6,6.1,1962,4,20,1962-04-20,110
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,20,3.3,1962,4,21,1962-04-21,111
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,30,9.4,1962,4,22,1962-04-22,112
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,28.9,16.7,1962,4,23,1962-04-23,113
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,21.7,5,1962,4,24,1962-04-24,114
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,30,5,1962,4,25,1962-04-25,115
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,31.7,13.9,1962,4,26,1962-04-26,116
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,31.7,17.2,1962,4,27,1962-04-27,117
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,29.4,17.8,1962,4,28,1962-04-28,118
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,30,18.9,1962,4,29,1962-04-29,119
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,28.3,17.8,1962,4,30,1962-04-30,120
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,4.4,0.6,1963,3,1,1963-03-01,60
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,7.2,0.6,1963,3,2,1963-03-02,61
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,13.9,-2.2,1963,3,3,1963-03-03,62
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,18.3,2.8,1963,3,4,1963-03-04,63
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,11.7,5,1963,3,5,1963-03-05,64
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,11.7,1.1,1963,3,6,1963-03-06,65
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,11.1,0.6,1963,3,7,1963-03-07,66
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,13.3,-0.6,1963,3,8,1963-03-08,67
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,18.3,-2.2,1963,3,9,1963-03-09,68
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,16.7,1.1,1963,3,10,1963-03-10,69
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,11.7,-0.6,1963,3,11,1963-03-11,70
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,8.3,0.6,1963,3,12,1963-03-12,71
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,17.8,5.6,1963,3,13,1963-03-13,72
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,17.2,5,1963,3,14,1963-03-14,73
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,11.1,-2.2,1963,3,15,1963-03-15,74
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,12.8,-1.7,1963,3,16,1963-03-16,75
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,24.4,5,1963,3,17,1963-03-17,76
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,22.8,8.3,1963,3,18,1963-03-18,77
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,12.8,1.1,1963,3,19,1963-03-19,78
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,13.3,1.7,1963,3,20,1963-03-20,79
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,10.6,1.1,1963,3,21,1963-03-21,80
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,8.9,0.6,1963,3,22,1963-03-22,81
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,14.4,-1.7,1963,3,23,1963-03-23,82
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,23.9,-1.1,1963,3,24,1963-03-24,83
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,27.2,10.6,1963,3,25,1963-03-25,84
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,25,11.1,1963,3,26,1963-03-26,85
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,20,6.7,1963,3,27,1963-03-27,86
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,25.6,7.8,1963,3,28,1963-03-28,87
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,25,7.2,1963,3,29,1963-03-29,88
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,29.4,6.1,1963,3,30,1963-03-30,89
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,22.2,11.1,1963,3,31,1963-03-31,90
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,18.3,7.2,1963,4,1,1963-04-01,91
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,31.1,9.4,1963,4,2,1963-04-02,92
"DC",38.88535,-77.03863,0,"yedoensis",1,NA,31.7,14.4,1963,4,3,1963-04-03,93
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,29.4,5,1963,4,4,1963-04-04,94
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,14.4,3.9,1963,4,5,1963-04-05,95
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,18.3,1.7,1963,4,6,1963-04-06,96
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,21.1,7.2,1963,4,7,1963-04-07,97
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,18.3,2.2,1963,4,8,1963-04-08,98
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,17.2,7.2,1963,4,9,1963-04-09,99
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,12.2,1.1,1963,4,10,1963-04-10,100
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,15,3.3,1963,4,11,1963-04-11,101
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,17.2,5.6,1963,4,12,1963-04-12,102
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,17.2,6.7,1963,4,13,1963-04-13,103
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,18.9,6.7,1963,4,14,1963-04-14,104
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,17.8,5,1963,4,15,1963-04-15,105
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,20.6,2.2,1963,4,16,1963-04-16,106
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,19.4,9.4,1963,4,17,1963-04-17,107
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,30,9.4,1963,4,18,1963-04-18,108
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,30,11.1,1963,4,19,1963-04-19,109
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,28.3,15,1963,4,20,1963-04-20,110
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,27.8,8.3,1963,4,21,1963-04-21,111
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,23.9,13.9,1963,4,22,1963-04-22,112
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,21.1,5,1963,4,23,1963-04-23,113
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,13.9,5,1963,4,24,1963-04-24,114
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,16.7,5,1963,4,25,1963-04-25,115
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,19.4,5,1963,4,26,1963-04-26,116
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,20.6,3.9,1963,4,27,1963-04-27,117
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,21.1,4.4,1963,4,28,1963-04-28,118
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,19.4,5,1963,4,29,1963-04-29,119
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,23.9,10.6,1963,4,30,1963-04-30,120
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,11.7,0,1964,3,1,1964-03-01,61
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,18.3,0.6,1964,3,2,1964-03-02,62
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,16.7,6.1,1964,3,3,1964-03-03,63
"DC",38.88535,-77.03863,0,"yedoensis",0,NA,10,7.2,1964,3,4,1964-03-04,64
